,track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
4060,38U0Rg5iciMRD9hlIXc2CN,"Hollow Years - Live at Budokan Hall, Tokyo, Japan, 4/26/2004",Dream Theater,36,0.402,0.622,7,-7.517,1,0.026,0.0605,0.0802,0.159,0.42,140.728,3.19,4
4061,0MsrWnxQZxPAcov7c74sSo,Holiday / Boulevard of Broken Dreams,Green Day,75,0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,3.57,4
4062,0Y3Yq72WBT1nAyD9aDu1sB,Senior Year,Anthony Amorim,23,0.494,0.494,4,-9.736,1,0.0262,0.49,0.0,0.299,0.435,136.844,4.24,4
4063,1fLibtVj3MrNTwRZq5yUOs,Let's Go (feat. Big D & Twista),Trick Daddy,71,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,4.76,4
4064,68g866fTuaJjcjAduOhmgN,100 Years,Piano Project,21,0.449,0.724,9,-7.447,1,0.0317,0.0708,0.0286,0.0781,0.905,164.368,3.39,4
4065,3dFwpxh2yH7C7p9BGEKLVB,Goodies (feat. Petey Pablo),Ciara,72,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,3.34,4
4066,5oy82KHE8ePOMINk7GvXUi,The Boys Are Back In Town - Remastered 2004,Everclear,23,0.903,0.262,2,-12.528,1,0.081,0.843,0.0,0.109,0.681,95.098,1.49,4
4067,5vLonpxn4VN0A8GtQOBSG0,When the Sun Goes Down,Kenny Chesney,69,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,3.43,4
4068,4yYE23Vq2sce6ytCh7vDYa,"A Part of Me, A Part of You",Moe Keale,25,0.808,0.951,7,-10.314,0,0.0578,0.000646,0.777,0.197,0.785,124.0,7.23,4
4069,5WphWTUIfRe7x8NZss79cY,Let Me Love You,Mario,69,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,5.01,4
4070,3mV2UWtJzNrxhcClhxSjYm,The Stomp - 2004 Remaster,Ten Years After,25,0.514,0.369,9,-8.524,1,0.0294,0.402,0.00362,0.224,0.235,133.989,2.48,4
4071,4b82tXj35SycILuILcgBQ6,Hoe Cakes,MF DOOM,70,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,3.47,4
4072,7bQTkRWeK1N5rjdDKm8MCe,Sex With A Movie Star (The Good Witch Gone Bad) - Remastered 2004,Everclear,21,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,4.5,4
4073,41PWz0hAiU9FqsmjR9Wh62,Lovers And Friends,Lil Jon & The East Side Boyz,70,0.744,0.524,1,-7.452,1,0.21,0.139,0.0,0.392,0.606,93.691,4.65,4
4074,18Ap22Spd4oP3YgIvmDysP,"All Those Years Ago - Live In Japan, 1991 / 2004 Mix",George Harrison,26,0.289,0.934,2,-5.064,1,0.0574,0.0758,0.000712,0.279,0.846,155.02,2.24,4
4075,26QKsGW4hMuwiEE1ftUMHe,"Lo Que Pasó, Pasó",Daddy Yankee,78,0.507,0.753,5,-5.31,0,0.19,0.503,0.0,0.573,0.657,178.068,5.4,3
4076,0URECamiMCtSWvaB96Mnp5,Good Morning Little Schoolgirl - 2004 Remaster,Ten Years After,25,0.651,0.89,0,-4.745,0,0.0563,0.196,7.22e-05,0.301,0.866,149.979,3.96,4
4077,0jSMveIWvnhDIvzqN74Uc7,Tipsy - Club Mix,J-Kwon,68,0.566,0.976,1,-3.866,1,0.262,0.000527,0.00265,0.114,0.354,193.979,3.71,4
4078,4d7UxGiNR8uLcZ2Wb5JthE,Bad Scene - 2004 Remaster,Ten Years After,26,0.593,0.963,0,-3.255,1,0.0701,0.0881,0.0,0.0491,0.689,100.035,3.34,4
4079,34j4OxJxKznBs88cjSL2j9,Never Let Me Down,Kanye West,72,0.844,0.745,8,-7.871,1,0.39,0.0896,0.0,0.911,0.752,110.072,3.85,4
4080,0dk7CgomIMGWLduWTH9IpT,If You Should Love Me - 2004 Remaster,Ten Years After,29,0.77,0.207,9,-13.791,0,0.106,0.962,0.438,0.0668,0.785,87.745,3.68,4
4081,51UtgWS4z1eMPuLQOzPtNH,Amber,311,68,0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,3.29,4
4082,1CQRBAHD9flZrY5Yb3nj0Z,I'm Coming On - 2004 Remaster,Ten Years After,24,0.784,0.363,4,-13.613,1,0.0363,0.718,1.82e-05,0.106,0.765,116.234,2.58,4
4083,7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,The Killers,68,0.566,0.835,8,-6.87,0,0.0742,0.0356,0.0,0.241,0.606,170.066,4.07,4
4084,26giovdh3RudSKYZZJ72Wb,(I Used To Want To Be A) Cowboy - 2004 Digital Remaster,Chris LeDoux,17,0.895,0.525,8,-8.457,1,0.21,0.059,3.7e-05,0.0832,0.709,117.034,6.87,4
4085,4WM1hvYr2NC6bQnQXcj3sH,Meat Grinder,Madvillain,71,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,3.66,4
4086,6MYr2b8Y1Xu508LhfZljmj,Rock Star - Remastered 2004,Everclear,21,0.573,0.969,8,-2.807,1,0.134,0.0492,0.0,0.138,0.554,92.982,3.94,4
4087,1Vp4St7JcXaUoJcIahtf3L,The New Workout Plan,Kanye West,71,0.595,0.754,11,-5.827,0,0.181,0.0142,0.0,0.247,0.647,83.155,4.0,4
4088,08gICh7NQfwfKz2nLhSlC1,Strawberry - Remastered 2004,Everclear,17,0.747,0.533,7,-9.872,1,0.0879,0.659,0.0227,0.0827,0.291,120.0,3.07,4
4089,1EyH5BK5Cx5XzQyEDks0fT,Quiero Bailar,Ivy Queen,66,0.376,0.718,7,-6.7,1,0.246,0.0996,0.00332,0.633,0.615,91.115,4.31,4
4090,6AeaHSbcFS6QX6NsZNhKnP,Learning How To Smile - Remastered 2004,Everclear,17,0.395,0.971,8,-2.682,0,0.0992,0.000484,0.0306,0.0822,0.38,173.895,3.79,4
4091,7z3N2W7Xz1t2G2sAO8wFVH,Burn,Usher,73,0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999,3.92,4
4092,2z5f1pYr0w6Me5g1vL9uYG,SOMEDAY,Motoharu Sano,51,0.436,0.881,7,-5.998,1,0.0439,0.00123,0.509,0.108,0.262,132.59,6.68,4
4093,1hwdPQtFHISvZ9SXMkNrIK,A Whole New World,Lea Salonga,71,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,3.89,4
4094,5f4IxhdTbmNctBqLgDt8OB,Heroin Girl - Remastered 2004,Everclear,20,0.406,0.54,5,-11.339,1,0.0416,0.378,0.0159,0.0615,0.816,111.274,2.0,4
4095,7wBThXx7BGZHJJ3aN3OPvv,Confessions Part II,Usher,71,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,3.94,4
4096,3LC1ZPST0XZoqQFD1sLl3u,Think About the Times - 2004 Remaster,Ten Years After,25,0.334,0.824,2,-6.904,1,0.042,0.029,0.0,0.0466,0.681,177.283,3.71,4
4097,26bL4gSULWDgdIMX0pRFrG,Redneck Woman,Gretchen Wilson,68,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4.31,4
4098,3mcwelBjoueOfBHwS9WMQt,妖魔夜行 II,Phoenix Project,26,0.586,0.976,0,-3.272,1,0.0696,0.017,9.03e-05,0.333,0.485,116.769,3.25,4
4099,3CcvahnsiArpTHYQEWV2Au,Bring Em Out,T.I.,68,0.358,0.889,1,-8.045,1,0.335,0.266,1.46e-05,0.172,0.666,85.61,2.17,4
4100,3uzCWEMO6GrCsqJ1Xsbhy5,Brown Eyed Girl - Remastered 2004,Everclear,16,0.312,0.589,2,-6.78,0,0.0357,0.00194,0.00185,0.15,0.0841,75.849,9.3,4
4101,4D8uIY6Wzj7dJDaw0dW0UF,Something to Be Proud Of,Montgomery Gentry,66,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,8.22,4
4102,7urXaWnk3TGTKnjrXmwKuk,My Yellow Ginger Lei,Dennis Pavao,21,0.705,0.133,3,-16.559,1,0.12,0.827,0.0,0.072,0.205,127.797,6.4,4
4103,6Wt5QBzHp9vdSLAFlvdnDQ,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Diddy,74,0.748,0.767,11,-7.806,0,0.172,0.0267,0.0,0.334,0.519,133.929,3.7,4
4104,0u1CNRJjryuEF3mt4EkSTZ,I Woke up This Morning - 2004 Remaster,Ten Years After,21,0.602,0.159,7,-24.209,1,0.0496,0.977,0.94,0.108,0.446,122.824,3.97,4
4105,5b2FFKC64kxqcfaFnIZxoM,Get Em High,Kanye West,70,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,3.72,4
4106,1Tz1BhRc7pTXCDYeWMMcA3,ガラスのジェネレーション,Motoharu Sano,45,0.508,0.979,0,-3.132,1,0.113,0.00105,3.76e-05,0.177,0.484,147.285,4.21,4
4107,4ccM2xBxicGigjLqt6A0YY,Accidentally In Love,Counting Crows,66,0.798,0.741,9,-6.802,1,0.0284,0.0432,3e-06,0.252,0.708,104.945,4.84,4
4108,3mcH9EgXk3OWq3ajmGFfmW,How D'Ya Do,Gabby Pahinui,19,0.569,0.289,0,-12.132,1,0.0317,0.836,9.87e-06,0.282,0.369,77.005,2.34,5
4109,1yKAqZoi8xWGLCf5vajroL,The Ghost of You,My Chemical Romance,71,0.622,0.593,7,-8.352,0,0.0916,0.163,0.0,0.0979,0.607,94.364,4.15,4
4110,4VQx00iKFB62uskZ2xJsBE,Summerland - Remastered 2004,Everclear,14,0.44,0.814,9,-11.684,0,0.0529,0.106,0.3,0.0475,0.8,149.17,4.5,4
4111,62wtttQzoIA9HnNmGVd9Yq,Two Words,Kanye West,70,0.511,0.613,1,-6.371,1,0.321,0.0987,0.0,0.144,0.95,92.184,3.9,4
4112,7hjxuo3UWN914K5X706zAr,My Baby Left Me - 2004 Remaster,Ten Years After,20,0.541,0.93,9,-3.181,1,0.0665,0.013,0.0043,0.811,0.587,120.388,4.01,4
4113,0SuzUhWAgStNIMZR4jEGgk,Here for the Party,Gretchen Wilson,68,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,4.34,4
4114,4u9THr5LBFqSTRz16Arj4h,Two Time Mama - 2004 Remaster,Ten Years After,19,0.598,0.584,2,-11.214,1,0.0305,0.305,0.000138,0.986,0.479,122.591,4.43,4
4115,57I7CUbXo4XlWuTVB8pXW6,I Go Back,Kenny Chesney,66,0.819,0.741,8,-6.538,0,0.0412,0.104,0.0,0.283,0.84,97.014,3.52,4
4116,7cShLFVgm0eTI8uTEap9ct,When It All Goes Wrong Again - Remastered 2004,Everclear,14,0.414,0.69,11,-8.655,0,0.03,0.0359,0.763,0.108,0.63,133.316,7.17,4
4117,1ZtVN326V42hioNyRjU4P2,Colors,Crossfade,67,0.925,0.744,0,-5.79,1,0.367,0.0644,0.0,0.0888,0.656,93.02,4.05,4
4118,5Q2rq4N9HMypKaFstOjgoF,The New York Times - Remastered 2004,Everclear,14,0.299,0.898,9,-7.336,1,0.0729,0.000497,0.879,0.308,0.855,184.589,3.51,4
4119,3zmduBNsQ6BPDTZAkXzG5K,Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,77,0.459,0.816,11,-4.872,0,0.403,0.423,0.0,0.169,0.643,80.293,5.41,4
4120,2J5fC21b1Bh6fOQLEserMy,Dreams - 2004 Remaster,Fleetwood Mac,20,0.343,0.735,9,-7.901,1,0.105,0.0754,0.18,0.114,0.621,170.739,5.4,4
4121,5eK5xQl8EGzR5zYkxaDCAn,Be My Escape,Relient K,67,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,3.52,4
4122,6J0VhDxxI0elzb9JWt6g59,On a Little Street In Singapore,Peter Moon Band,17,0.392,0.787,7,-5.969,1,0.0528,0.0664,0.0183,0.207,0.815,103.805,3.81,4
4123,6CN3e26iQSj1N5lomh0mfO,Like Toy Soldiers,Eminem,73,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,3.29,4
4124,25lxwPr08QYDgFkUZzck0S,Song From An American Movie Pt. 1 - Remastered 2004,Everclear,13,0.708,0.551,0,-10.016,1,0.0323,0.519,2.05e-06,0.394,0.562,90.561,3.23,4
4125,06p2Ij0lXD45LODQDCov0u,Rosas,La Oreja de Van Gogh,67,0.571,0.717,6,-8.333,1,0.336,0.359,3.12e-06,0.797,0.881,87.54,2.2,4
4126,4iOrzkUZIkOmUE3ZrfP8fS,I Don't Know That You Don't Know My Name - 2004 Remaster,Ten Years After,18,0.382,0.958,6,-2.602,1,0.0574,1.83e-05,0.295,0.363,0.306,134.896,3.5,4
4127,1YgDGKyKhFlimPw3mLavPG,Fancy Clown,Madvillain,68,0.704,0.792,2,-4.831,1,0.198,0.00981,0.0,0.365,0.646,118.022,5.38,4
4128,2l6U83Jb2lhQDjWMNICu3s,プレインエイジア,Phoenix Project,21,0.542,0.681,4,-4.609,1,0.0324,0.391,0.0,0.119,0.79,119.626,2.57,4
4129,0qcjuYtMWhBjXg0Xwt5SzS,Just Lose It,Eminem,73,0.853,0.846,5,-5.261,1,0.0951,0.3,0.0,0.294,0.737,95.027,3.08,4
4130,52YdnV9MSmLdAxaHZ9hat4,Lovers and Friends,Platinum Deluxe,20,0.508,0.906,10,-3.477,1,0.0643,0.09,2.26e-06,0.138,0.405,99.021,3.85,4
4131,2ndnVdR8si7CW9T8vJRHyW,Move Ya Body,Nina Sky,72,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,3.87,4
4132,5lUlMstFLjK1xG0IeaGTLY,To You Alone,The Beta Band,17,0.576,0.95,0,-2.626,1,0.0399,0.436,0.0,0.298,0.607,111.423,5.41,4
4133,61Qhe2mHSLhUE04QeK4lkD,Breakaway,Kelly Clarkson,67,0.283,0.227,0,-15.793,1,0.0366,0.846,2.08e-06,0.1,0.128,121.419,2.68,4
4134,7CBuXuzQOq41g8EeY13SW7,Won (Bonus Track),The Beta Band,19,0.305,0.977,2,-2.522,1,0.148,0.00087,0.000123,0.0574,0.272,150.23,2.42,4
4135,4NUt1fcnO9aQAELBgXq3Kr,Me Dediqué a Perderte,Alejandro Fernández,81,0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007,3.52,4
4136,4lebaD2NJygleuoPYAv1bM,アンジェリーナ,Motoharu Sano,40,0.54,0.331,9,-10.35,0,0.0332,0.51,5.05e-05,0.0932,0.506,130.236,4.73,4
4137,7oiCqfE8Wjk8wf0pFTgL2H,Nothin' To Lose,Josh Gracin,66,0.499,0.825,6,-5.146,1,0.177,0.13,0.0,0.306,0.753,185.069,3.69,4
4138,7L5YdePdwrQEKm0RsIRBFP,Cydonia - 2004 Breakdown,Andy & Peter,9,0.458,0.961,4,-5.078,0,0.083,0.0173,0.00122,0.335,0.648,160.046,4.04,4
4139,4s0o8TJHfX9LLHa0umnOzT,Sunshine (feat. Lea),Lil' Flip,67,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,3.61,4
4140,3XY3UXrzajvQBqvyyEehta,'Aina,Kahala Moon,15,0.449,0.944,8,-2.871,1,0.0824,0.011,2.06e-05,0.661,0.309,110.274,4.35,4
4141,5mEwhCsqadBZIE7SSrv1gC,Down And Out,Cam’ron,67,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22e-05,0.175,0.553,97.555,4.28,4
4142,5MGhqkyZ8wQpsGY2Q07ZwV,Evil - 2004 Remaster,Edgar Broughton Band,10,0.374,0.341,4,-10.562,1,0.0289,0.871,2.63e-06,0.196,0.361,134.037,4.82,3
4143,0ChpoNjXfJPjMvCIN6so6J,Memory,Sugarcult,68,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764,4.76,4
4144,5sLxWEKAXSeCbpSoQ9VTtr,Out Demons Out - 2004 Remaster,Edgar Broughton Band,17,0.328,0.721,9,-6.45,1,0.0393,0.416,0.658,0.209,0.825,174.417,5.52,3
4145,7iOhWWYjhhQiXzF4o4HhXN,Last Call,Kanye West,69,0.614,0.644,11,-5.672,0,0.373,0.184,0.0,0.489,0.649,84.788,4.82,4
4146,1xr6nbIY6ZKaCQ1ouP7xCp,Gonna Run - 2004 Remaster,Ten Years After,14,0.749,0.912,5,-2.091,1,0.0331,0.218,2.94e-06,0.0941,0.87,134.294,3.57,4
4147,7kF1iPJTj3VFJX9XokQ80F,Slither,Velvet Revolver,69,0.554,0.927,7,-3.641,1,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,3.14,4
4148,2o4hrz8SOqr6QnBL5vS4yR,So Tell The Girls...(2004),Jay-Jay Johanson,11,0.525,0.423,1,-13.222,1,0.0326,0.726,0.864,0.346,0.696,128.645,3.35,4
4149,7zkLpY72g6lKQbiHDqri1S,Sunrise,Norah Jones,75,0.202,0.886,11,-3.805,0,0.0816,0.0286,0.0,0.643,0.192,145.781,3.24,4
4150,5ESHQ3wq08kXHTWKiscjWo,I Say Yeah - 2004 Remaster,Ten Years After,16,0.428,0.98,8,-2.237,1,0.0534,0.00659,0.0,0.121,0.504,107.057,3.71,4
4151,7HKxTNVlkHsfMLhigmhC0I,Call Me,Blondie,68,0.442,0.807,6,-4.753,1,0.265,0.0158,6.43e-06,0.217,0.446,84.649,4.44,4
4152,5NV9THlrRCFhKzvDYbD6uN,Every Day I Have the Blues (with Joe Williams) - 2004 Remaster,Joe Williams,8,0.378,0.793,7,-7.32,1,0.0411,0.0388,0.00333,0.106,0.454,131.737,5.39,4
4153,3QHONiXGMGU3z68mQInncF,I'll Be Missing You (feat. 112),Diddy,76,0.656,0.717,0,-4.871,1,0.0279,0.0127,1.22e-05,0.904,0.809,123.988,3.28,4
4154,6HFQrUwGnu0I3IEcYDDo60,Shrek,The Beta Band,14,0.522,0.54,9,-11.346,1,0.0329,0.00343,0.411,0.361,0.676,154.513,2.05,4
4155,0RZXNlGPvfMo54fd6uCvAT,Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,65,0.532,0.842,5,-5.754,1,0.0503,0.0409,0.0,0.217,0.67,90.187,4.06,4
4156,2Z5Po7ohywsOcR6qeZGql3,Unknown (Bonus Track),The Beta Band,13,0.366,0.964,4,-2.897,0,0.0984,4.97e-05,0.000649,0.341,0.164,99.002,3.8,4
4157,0jSIovJtKxEXH6vI4oRx7I,Mr. Mom,Lonestar,65,0.337,0.835,2,-6.351,0,0.057,0.00174,0.0,0.0945,0.418,87.561,3.31,4
4158,4e7ZnW8DGOR5f5aq1C8F1H,The Snows of Mauna Kea,Jay Larrin,10,0.327,0.939,0,-3.049,0,0.0496,0.000278,1.81e-05,0.713,0.6,176.021,4.23,4
4159,7BgFkKXIxv96EALb7NrnhQ,Pretty Girl,NB Ridaz,64,0.642,0.777,4,-4.809,0,0.094,0.00323,0.0,0.227,0.413,96.986,3.57,4
4160,4FMEyLJWPmsvYxZuDJrMIh,She Lies in the Morning - 2004 Remaster,Ten Years After,13,0.828,0.492,0,-9.745,1,0.0276,0.0644,0.00428,0.128,0.789,120.148,4.3,4
4161,4gXdMZkBN1neE9nX6yRALa,Ass Like That,Eminem,72,0.553,0.864,9,-5.062,1,0.0396,0.00605,0.0,0.132,0.298,112.51,4.01,4
4162,557gclwu1ZgsOaMyqlf5u8,Death of an Electric Citizen - 2004 Remaster,Edgar Broughton Band,10,0.594,0.338,1,-12.579,1,0.051,0.875,4.75e-05,0.138,0.466,125.945,3.5,4
4163,7BjmEKAVTnJNkRNaUzBy2K,Mountain Music,Alabama,64,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,4.95,4
4164,3ItbA5pV6Qi0S88zLX9fXu,"Shepherd's Dub (BBC Radio 1, Evening Session, 10th September 1997)",The Beta Band,11,0.615,0.645,7,-9.029,1,0.0304,0.521,0.000155,0.213,0.508,155.278,1.63,4
4165,6sqNctd7MlJoKDOxPVCAvU,My Happy Ending,Avril Lavigne,73,0.783,0.693,9,-5.056,1,0.027,0.622,8.3e-06,0.109,0.528,106.991,3.95,4
4166,68DG0vIX1mF4a0HoXVbZhw,Sequinsizer (Bonus Track),The Beta Band,12,0.509,0.348,2,-16.004,1,0.0537,0.566,0.755,0.178,0.149,109.687,2.11,3
4167,4KFY4EEv9CN6ivrzD6vEvg,Breathe In Breathe Out,Kanye West,68,0.537,0.753,8,-9.441,1,0.35,0.328,1.52e-05,0.368,0.693,90.292,1.93,4
4168,0yh27DKJ9y49k3xjBNqfoR,"Cachucha-Galopp, Op. 97",Johann Strauss I,18,0.267,0.77,5,-3.025,0,0.0583,0.0218,0.764,0.133,0.308,160.025,4.11,4
4169,5vollujufHY0jMZxx77VWr,All These Things That I've Done,The Killers,71,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,4.14,4
4170,04n1ASeCMLe53AiJ6DsVAp,Do You Feel the Same,Necro Facility,14,0.692,0.428,7,-8.955,0,0.263,0.147,0.0,0.125,0.339,139.668,4.38,4
4171,4BJyt25nburVwbnESDeIc7,So Cold - Remix,Breaking Benjamin,66,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,3.87,4
4172,3TOmmgHrmrvbaGXVcgdNTJ,คนในนิยาย,Dreams,24,0.672,0.348,9,-10.705,1,0.0625,0.43,0.0995,0.134,0.0712,147.15,4.86,4
4173,0kYUrLVQOfx21xuXu7OGrT,All These Things That I've Done,The Killers,65,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,3.95,3
4174,4zR30CqJ7ssWdIsLAlijRH,Sweet Little Sixteen - 2004 Remaster,Ten Years After,12,0.457,0.345,8,-13.616,1,0.127,0.424,0.0239,0.294,0.176,95.339,6.0,4
4175,2FNqnsX74ZlwduUAcnmzee,Tu Príncipe,Daddy Yankee,76,0.642,0.442,8,-9.115,1,0.074,0.491,1.58e-06,0.102,0.465,148.01,3.86,4
4176,2Zuw8WOxcIYiXzadQJUgpH,The Band with No Name - 2004 Remaster,Ten Years After,12,0.677,0.919,4,-2.378,1,0.0888,0.175,0.0105,0.132,0.747,153.135,3.82,4
4177,2EM9zpAc7PVeoAydmbfVIL,La Camisa Negra,Juanes,75,0.607,0.876,7,-4.117,1,0.0382,0.371,0.0,0.519,0.886,121.043,2.61,4
4178,3SYheHKc7AtJ6KLeRF3YWN,Brockweir,T.Russ,18,0.252,0.256,0,-12.811,1,0.0446,0.2,0.748,0.216,0.0361,53.027,1.42,4
4179,5OHUTC4EvTbL0DuZQRIGGX,A Groovy Kind of Love,Phil Collins,74,0.814,0.387,0,-9.867,1,0.0946,0.0248,0.0,0.131,0.792,93.961,3.75,4
4180,3xuTsnmhuLhjQzaNcJevmQ,A Place Called Hawaii,Nathan Aweau,9,0.648,0.448,4,-12.284,1,0.0303,0.417,0.000164,0.118,0.309,117.927,3.58,4
4181,1boHm9rjmvzxpJASd9dnGK,Slow Jamz (feat. Kanye West & Jamie Foxx),Twista,68,0.74,0.841,6,-2.891,0,0.237,0.0232,0.0,0.111,0.673,83.007,4.14,4
4182,3Wf7IXaLwo3Rh0F5vHSNQt,Evening over Rooftops - 2004 Remaster,Edgar Broughton Band,11,0.358,0.81,2,-6.592,1,0.0522,0.0181,0.00455,0.565,0.627,115.633,2.61,4
4183,67vrmPygrZ9giGqHUSReAT,Accordion,Madvillain,67,0.449,0.864,1,-3.892,1,0.0352,2.04e-05,0.0,0.108,0.713,167.154,3.77,4
4184,6DfRLrlXfK2GILJ8rXbPhP,Dry the Rain,The Beta Band,12,0.396,0.709,2,-8.828,1,0.12,0.00754,0.00263,0.251,0.577,124.469,4.77,4
4185,2Ozc0me9PV5vlt8cokwdvI,Lean Back,Terror Squad,71,0.473,0.727,8,-6.843,1,0.356,0.577,0.0,0.316,0.854,83.212,12.68,4
4186,0scvOFBr0aMCvMc6c6IPkp,デザイアドライブ,Phoenix Project,11,0.448,0.67,9,-11.344,1,0.0363,0.558,0.0482,0.45,0.24,131.475,6.05,4
4187,6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,Young Buck,65,0.478,0.974,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,4.14,4
4188,300GG9W0PpS2joDJ0T90s8,I Know,The Beta Band,9,0.668,0.791,2,-6.056,0,0.0251,0.00534,0.686,0.105,0.538,101.993,4.46,4
4189,1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,Eric Prydz,77,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,3.34,4
4190,2d06saaxpCa1FW64Sl1cQZ,Wave Force [ASOT 182] - Original Mix,Perry O'Neil,9,0.377,0.69,11,-7.89,0,0.0287,0.258,0.00907,0.143,0.618,106.89,5.28,4
4191,260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,64,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,3.54,4
4192,2YRwU8TVx4BF8ebpn1zOrW,Kallocain [Mix Cut] - Robert Nickson Remix,Endre,6,0.623,0.512,5,-8.031,0,0.0505,0.767,1.13e-06,0.335,0.595,119.74,4.73,4
4193,6uYAPqxP69zfpCbsTHXgiz,Cater 2 U,Destiny's Child,65,0.862,0.479,7,-9.199,1,0.0645,0.0523,0.00126,0.589,0.924,109.877,5.03,4
4194,1NRzdrVw3s2pUo7pXXMEIn,Lahaina Luna,Danny Kaleikini,11,0.699,0.617,9,-9.086,0,0.0287,0.0581,0.759,0.0985,0.73,99.951,3.93,4
4195,7kWeSMXLxUHHOkFxsS0vhP,Some Beach,Blake Shelton,64,0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,3.42,4
4196,5E2e6TxG2i56uc2DPY0CSc,Over the Rainbow- 2004,US Air Force Airmen Of Note,4,0.665,0.61,2,-9.174,1,0.0317,0.000543,0.592,0.511,0.948,104.996,2.76,4
4197,3KQh7ppbDxVjdJBtjvP5BU,Raid,Madvillain,67,0.505,0.842,10,-3.316,1,0.0475,0.0576,0.0,0.111,0.671,172.136,3.48,4
4198,1NlV7N8dIfIgb3O4k7oExO,The New Year,The Getaway Plan,17,0.183,0.385,5,-10.908,1,0.0338,0.868,0.000386,0.15,0.133,175.418,5.16,4
4199,4FTOpNYcGxnQdGNWSxIcio,Soldier (feat. T.I. & Lil' Wayne),Destiny's Child,67,0.868,0.568,11,-5.388,0,0.258,0.0518,0.0,0.0666,0.556,88.009,4.32,4
4200,4YDLNhZEkUgEpUPW6IIFTz,Love in the Rain - 2004 Remaster,Edgar Broughton Band,5,0.432,0.481,9,-10.922,1,0.0353,0.457,0.394,0.102,0.628,131.525,7.41,4
4201,714Lw0m2SmCEhKSPw0Dn8J,Welcome to My Life,Simple Plan,63,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,4.42,4
4202,3k1KJGbsXfAKULrHXeHu2o,Piece of My Own - 2004 Remaster,Edgar Broughton Band,6,0.264,0.709,2,-6.258,1,0.0427,0.00061,1.33e-05,0.331,0.627,174.256,6.16,3
4203,3hbTkJ0yFzHbawnKyhvTQj,Sálvame,RBD,78,0.467,0.526,9,-9.982,1,0.0433,0.119,0.0,0.124,0.753,109.555,3.64,4
